author,work,year,doc_id,text,DIL,DIL_Sonnet,DIL_gpt_5_2
Saluzzo,,,Saluzzo_Roero_Diodata-Novelle-1830.txt,"Furono mal intese queste voci dalla turbata Eleonora, ma scesero nel cuore del capitano, ed accrebbero il suo dubitare. Tacque Giorgio della Trinità, e le due eccelse donne tacevano similmente; ma per la prima volta sorse un pensiero della sorte propria in cuore d'Isabella, ed una luce divina per la prima volta le mostrò la colpa sua, che divenir poteva palese agli uomini, siccome lo era a Dio; conobbe il pericolo, e però stavano tutti fra pensieri diversi assai, alfine il cavaliere volle richiamare il ragionamento a cose minori, e fors'anche volle ricondurvi il pensiero suo proprio, poiché se più non durava un primo sospiro ch'egli diede ad Eleonora, la memoria infelice e profonda bastava a spegnere in lui ogni desiderio di un maritaggio, ove non avesse ritrovato ombra e sembianza almeno di quel nobilissimo amore. A lei chiese perché non avesse accompagnato di un suo canto l'offerta fatta dalle dame subalpine, ed ella tostamente rispose: «Non tutti vedono Eleonora coll'occhio medesimo con cui suole vederla il conte della Trinità.",no,yes,no
Dandolo_Milly,Il_figlio_del_mio_dolore,1921.0,Dandolo_Milly-Il_figlio_del_mio_dolore-1921.txt,"Chi, chi avrebbe potuto rimanere vivo in quel paese desolato sul Po? Solo la vecchia madre era rimasta a custodire nella casa cadente le memorie dei figli che non avrebbe riveduti: e solo la madre di Lalage era tornata, pallida, muta, con a fianco la fanciulla disfatta: Lalage era venuta: nessun sepolcro era abbastanza sepolcro per lei.",yes,yes,yes
Saluzzo,,,Saluzzo_Roero_Diodata-Novelle-1830.txt,"Arrigo del Carretto detto il Guercio, avolo di Antonino aveva fatto conquista da gran tempo, a poco a poco delle Lande de' Monti, delle Torri, onde divenuto vero Principe d'ogni uomo, s'impossessò parimenti d'ogni altra cosa; e doveva Antonino col crescere dell'età signoreggiare le campagne così assoggettate. Ora passa tre lustri soltanto di due anni.",no,no,no
Tenca,,,Tenca_Carlo-La_Ca_Dei_Cani-1840.txt,"Cecilia! E che cosa ha Cecilia? le prese forse qualche male, non sarebbero ancora finiti i guai? Ciò detto, lasciò andare Martino e corso alla scaletta salì i gradini a quattro a quattro coll'ansietà di chi teme un pericolo e non sa quale.",no,yes,yes
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"Abbandonato dagli uomini, privo di vaporetti e di turisti: forse era questa la ragione della sua tristezza? Gli abitanti del luogo non lo degnavano di un’occhiata. Dediti alla caccia, invece che alla pesca, costoro s’arrampicavano su per le colline circostanti e — pùm pàm! — tutte le attenzioni erano per le creature del cielo.",yes,yes,yes
Dasti,,,Dasti_Luigi-La_Capanna_Del_Vaccaro_Vol1-1846.txt,"Quantunque ella
soggiunse,
ella soggiunse, noi povere
donne non possiamo mai sapere precisamente che
cosa bolle in pila, quando i nostri innamorati ci
dicono taute belle cose. Eh Carolina mia, bi-
sogna essere un po' birbe... intendiamoci... bise-
gna non essere tanto gonze, onde non farci gab.
bare da questi galantuomini...
"" M


Non t'inquietare,",no,yes,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Ho finito. Adesso tocca a voi.
*
  Francesco, il primogenito, le rispose:
  — Vieni con me.
  Era buono, Francesco; e guadagnava piú di cinque franchi al giorno, in una fabbrica d'automobili.",yes,yes,no
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"Ma i vicini non dànno loro ascolto, perché arrossirebbero di avere spiegazioni dai ragazzini, che, d’altronde, costituiscono l’orgoglio dei loro genitori. Ed ecco gli studenti. Cari studenti squattrinati!",yes,no,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Si scompare, ci si trasforma, si rivive, diversi. In qual libro aveva letto questo? Era stanca di soffrire della sua spalla sporgente, del suo viso di topino spaurito, de' suoi genitori sudici ed avidi, del suo ufficio saturo d'odor d'inchiostro e di ceralacca, del vuoto in cui l'anima le boccheggiava.
  Avesse almeno un ricordo d'amore, lontano, lieve, illusorio, per custodire il quale le sembrasse necessario sentir battere il proprio cuore.",yes,yes,yes
Dasti,,,Dasti_Luigi-La_Capanna_Del_Vaccaro_Vol1-1846.txt,"Voi siete bella figia, charmante
fille quanto a Carolina non lasciava di guar--
dar tutta, ma si fissava in ispecie sulla cavalle--
ria leggiera, di cui v'erano due squadroni; in
ciascuno di quelli uffiziali essa credeva di veder
Rodolfo.. Pensando però ch' egli non poteva tro-
varsi fra loro e che gemeva forse malatticcio au--
cora, fini coll' attristarsi. Già da più giornui le truppe francesi comandate
da Commuueau occupavano tranquilamente Cor--
neto, e già quelle dirette du Merlin avevan inco-
suinciato l'assedio de Civitavecchia, i di cui abi-
tauti fidando nei loro baluardi e fortificazioni 'ave- ·
vano risposto col cannone alle intinazioni di re--
sa; senza che Carolina avesse pointo avere poti--
ze ulteriori di Rodolfo.",no,no,no
Capuana,,,Capuana_Luigi-Il_Marchese_Di_Roccaverdina-1901.txt,"La penso così.» Ella pensava diversamente. Era entrata con molta cautela in camera, non volendo svegliare il marchese, se per caso dormisse ancora.",no,yes,no
De Marchi,,,De_Marchi_Emilio-Arabella-1893.txt,"""Sei qui?"" Il Berretta mandò fuori un ululo d'uomo strozzato... Era il signor Tognino.",no,no,no
Dandolo_Milly,Il_figlio_del_mio_dolore,1921.0,Dandolo_Milly-Il_figlio_del_mio_dolore-1921.txt,"Lalage, aveva fatto morire suo padre, aveva fatto piangere sua madre, aveva fatto piangere chi non sapeva piangere più; e non contenta di questo, con le sue stesse mani aveva straziata anche la sua stessa vita, e per sempre. Pensava questo, seduta sui gradini, presso l’albero, nel sole che la bruciava; poi, quando era tardi, s’alzava, se ne andava, perchè neppure quel giorno egli sarebbe venuto. Il ricordo di lui era così strettamente legato in tutto il suo essere ai pochi giorni di sole vissuti con lui, che aveva bisogno di abbandonarsi al sole, d’inebriarsi di sole, di vivere nel sole, di farsi bruciare dal sole, per sentirsi più vicina a lui.",yes,yes,yes
Capuana,,,Capuana_Luigi-Il_Marchese_Di_Roccaverdina-1901.txt,"E...!». La sfilata degli improperi non finiva più se qualcuno, venuto ad informarsi dello stato del marchese, tentava di scusare la povera signora che avea dovuto mettersi a letto appena giunta a casa, con febbre che durava ancora e faceva temere per la sua vita. «Qui, qui era il suo posto!...",no,yes,no
Carcano,,,Carcano_Giulio-Damiano-1850.txt,"Il povero Rocco disse queste poche parole con un accento così vero e doloroso, che il vecchio amico di Vittore si sentì come scosso ne' pensieri, s'accese d'un sospetto; e stringendo con forza il braccio del giovine: - Dite, dite su, presto - balbettò fra l'ira e il terrore - forse qualche disgrazia.... forse la buona Stella, la figliuola del mio Vittore.... non mi fate mistero! andiamo. - Io non so, ma è per lei.... per quel caro angiolo che io tremo.... rispose Rocco, pieno di gioja segreta perchè il vecchio l'avesse compreso, prima ch'egli cominciasse a parlare. E, subito: - Per carità!",no,yes,no
Barbieri,,,Barbieri_Ulisse-In_Basso-1885.txt,- Avreste qualche cosa da ridire?  - Noi?... - Ci capisci qualche cosa tu?... -,no,yes,no
Campiglio,,,Campiglio_Giovanni-Uberto_Visconti-1831.txt,"Non siete voi vissuto ventiquattro anni in pace con Galeazzo suo padre ? e con lui stesso foste voi un istante solo disposto a dichiarargli la guerra?  -  Che se ad ogni modo volete vederlo, abbracciarlo ; se egli come la Volpe ha sua forza ne' denti e nella scaltrezza, voi non siate, come l'Istrice, sì confidente da deporre le vostre armi : egli scortato da cinquecento lancie passerà per Milano ; voi con altre cinquecento andate ad incontrarlo fuor delle mura. Un silenzio profondo succedette all'osservazione di Medicina ; e finalmente, rompendolo, con voce grave Lodovico si attentò di soggiungere :  -  Padre mio, non isprezzate il consiglio di Medicina; panni che in esse sia molta saggezza.  -  Sì veramente, Lodovico, a voi sempre piacque assai la prudenza; ma non avrebbe così detto il mio Ambrogio, se ancora fosse vivente.  -  E non di meno a me non costa che un cenno raccogliere cinquecento lance , e presentarmi, da esse scortato, armato io pure al mio nipote.ù",no,no,no
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Addio…»
– Ciò che provò la bambina, la fanciulla non rammentava bene, ma si ricordava aver davvero scolpito nell’anima e seguite le massime di Maria fino al giorno in cui erasi innamorata di Maurizio…
– Maurizio!?… Quel figlio di nobilissima schiatta, quel marchese i cui avi ascendevano in linea retta sino a Wilfrido d’Oriente, creato marchese di Santo Stefano da San Luigi di Francia, dopo la presa di Damietta, - Wilfrido l’amico del sire di Joinville, Wilfrido che aveva per insegna una testa d’aquila con un nastro al collo in cui si leggeva:
– “Libero, nobile e forte”?… E Stella l’amava ardentemente, dimentica completamente del suo voto!",yes,yes,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Cinguettavano fra liete amiche.
  Ella rivide, in quel lampeggiare di luci, i ciuffi d'ortensie, i gladíoli e gli ireos formanti il corteo della principessa Olivia.
  Un confuso senso di vergogna la inchiodava a tre passi dall'uscio vetrato, col vassoio di tortelli che le tremava fra le mani. Chi erano quelle persone in abiti di seta e in marsina nera? Perché proprio lei doveva servirle?",yes,yes,yes
Dandolo_Milly,Il_figlio_del_mio_dolore,1921.0,Dandolo_Milly-Il_figlio_del_mio_dolore-1921.txt,"Dario figliuolo d’Istaspe, re dei Persiani e di tutta la Terraferma...» Le parve di sentirselo così vicino come se la toccasse negli atomi di quell’ombra, come se la stringesse in quell’oppressione intollerabile. Strinse convulsamente le mani sul davanzale, l’una all’altra, e provò la sorpresa impetuosa e abbagliante che domani, nonostante le parole di suo padre, non avrebbe potuto non uscire, non aspettarlo, non sorridergli, non avvicinarsi a lui, non abbandonarsi alla gioia di rivederlo, di camminare nel sole con lui. Per la prima volta nella sua vita avrebbe disobbedito, lei,",yes,yes,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Si guardi, è vecchio! Tenga per sé i suoi biglietti da cento e se ne vada. Mi fanno orrore.",no,no,no
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Mariano. Sguardo e bocca che le si appiccicavano addosso, succhiandole sangue e pensiero.
  Mariano Conti teneva volentieri le mani in tasca. Forse vi nascondeva un coltello, per tirarlo fuori, di sorpresa, quando meno uno se l'aspettava.
  E dava, invero, la sensazione d'una lama di coltello, nel corpo allampanato, nel volto triangolare, nelle pupille taglienti.",no,yes,yes
De Marchi,,,De_Marchi_Emilio-Arabella-1893.txt,"L'avvocato chetò la donna con un gesto della manina e seguitò: ""Noi, ripeto, non possiamo impugnare l'autenticità di quel documento chirografico e io sarei non una, ma due volte mentecatto, se volessi contrapporre a questo un altro testamento del '78, da me in parte ispirato e alle mie mani affidato dalla stessa defunta signora Carolina, due anni prima che si facessero sentire e operassero sopra di lei delle influenze, che mi limiterò a chiamare per ora poco leali e poco corrette. Di queste disposizioni del '78 farò dar lettura a voi tra poco, affinché possiate conoscere se le ispirazioni del vostro avvocato erano in quel tempo, come s'è voluto far credere da maligni interessati, subdole e rapaci"". E sollevando a un tratto il tono della voce, con un severo aggrottamento dei sopraccigli, soggiunse: ""Signori!",no,no,no
Dasti,,,Dasti_Luigi-La_Capanna_Del_Vaccaro_Vol1-1846.txt,"Titta nell' udire quella¦


notizia aveva ricevuto un colpo mortale, perchè
temeva di veder cedere Carolina alle lusinghe del 
francese, ed allora tutto era finito per lui. Per
assicurarsi da sè stesso dello stato dell' affare,
erasi presentato in quel modo alla capanna, Al
lorchè nell' entrare vide Carolina seduta ' presso
Y infermo, e tutta intenta, non al lavoro, che
giaceva non curato sulle ginocchia di lei, ma
invece alle parole, ch'egli dirigevale. accompa
gnate da teneri sguardi,",no,yes,no
Carcano,,,Carcano_Giulio-Damiano-1850.txt,"Ma, dopo fatta codesta risoluzione, tornava alle idee di prima; sentiva più vivo l'insulto sofferto; pensava che l'unica via di lavarlo era quella di forzare il giovine signore a stargli a fronte: quantunque sapesse d'esporsi a quasi certa morte, si compiacque per alcuni dì in tale consiglio; indifferente, se non pago, di togliersi alla vita, la quale, allora più che mai, parevagli difficile a portare. Non ne volle dir nulla a sua madre; e divisava il modo di costringere il nobile seduttore a battersi con lui. Poi, dopo una notte vegliata nel tormento dell'anima, ripensando a sua madre, alla Stella, a Celso, sentì mancarsi il coraggio di morire.",no,yes,no
Caracciolo,,,Caracciolo_Enrichetta-Misteri_Del_Chiostro_Napoletano-1864.txt,"E la ragione fu questa: il canonico era cristiano di cuore e di coscienza, non per ispirito di partito o per orgoglio; era ministro al servizio della sofferente umanità, e non istrumento di casta feroce. Eglino, al contrario, stavano molto al disotto di lui, e per condotta morale e per ingegno e per dottrina. Ne conseguiva che diametralmente opposta a' sentimenti del subalterno essendo la condotta de' superiori, indarno avrebbero questi tentato di penetrare per mezzo del confessore nell'anima della penitente.",no,yes,no
Caracciolo,,,Caracciolo_Enrichetta-Misteri_Del_Chiostro_Napoletano-1864.txt,"L'ampolla scorre: terminiamo la meditazione!». Non riparlarono del suicidio del fratello, se non che sedute alla mensa comune, fra il lesso e l'arrosto, secondo il detto volgare. Ad un'altra suora giunse per lettera l'annunzio della morte di sua sorella; in quel momento suonava la campana del refettorio.",no,no,no
Bersezio,,,Bersezio_Vittorio-La_Testa_Della_Vipera-1896.txt,Ella capisce.... Lei sa... - Vuoi i denari?... Eccoli.,no,yes,no
Collodi_Carlo,Macchiette,1880.0,Collodi_Carlo-Macchiette-1880.txt,"Prosaici genitori!… E con qual coraggio osate parlare di materasse, di letti e di spese di casa a due anime innamorate che, disdegnose di alloggio e di commestibili, si sentono capaci di vivere di rugiada e di canto, come le cicale?…
Per buona sorte, amore, quando dice davvero, è pieno di ripieghi e d’ingegno. Intercettate le comunicazioni dirette, la bella fanciulla cominciò a cantare nella sua stanza, un mezzo tono sopra: Sento che povero
Sento che povero (bis)",yes,yes,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"E tutto nel mondo è lí, per essere preso da chi lo vuole e lo sa prendere. Capisci?
  No, non capiva. Ma egli la baciò a piene labbra, da padrone, rovesciandole indietro la testina anemica: piantandole un morso nella fontanella della gola, dove l'arteria batteva batteva, precipitosa.",yes,yes,yes
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"Fissa il mare, quasi chiudendo gli occhi al riverbero del sole, e anche lui, poverino, si gode correttamente la sua modesta parte di spiaggia. È venuto a prendere una boccata d’aria. Che per caso abbia lasciato la famiglia in città e se ne sia venuto al mare, al contrario di come fanno tutti? Ma, forse, non ha bambini, e pensa proprio a questo.",yes,yes,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Stella pensò: – Nei primi tempi cercherò di tuffare i miei ricordi fra divertimenti, fra il lusso e le feste, le emozioni di un viaggio attraverso paesi incantevoli e città meravigliose: poi verranno le cure di madre e allora… oh, allora sarò felice, sì, felice!… Voglio esserlo! E nella sua mente non passava neanche rapidamente il pensiero che Dio poteva niegarle anche quel conforto: no, Dio non poteva essere così ingiusto!
– Ah! – disse Ruggero dopo un lungo silenzio. – Chi tace acconsente, signorina… Posso avere qualche speranza?",yes,yes,no
Lombroso,,,Lombroso_Zefora_Gina_Elena-Profili_e_paesaggi_della_sardegna-1869.txt,Guai a colui che non rispetta la divisa del re; — Sas minetas de su Re si devent timire. Le minaccie del re si devono temere. Il canonico Spano non ha potuto raccogliere che tre proverbi sardi che parlan del mare; e anche in questa lacuna vediamo fedelmente rappresentata la ripugnanza di quel popolo per l’onda salsa che pure offriva loro tante liete promesse di commerci e di ricchezze.,no,no,no
Dandolo_Milly,Il_figlio_del_mio_dolore,1921.0,Dandolo_Milly-Il_figlio_del_mio_dolore-1921.txt,"Il sole era così bruciante, l’acqua così abbagliante, la sua anima così colma di primavera e di sole che non potè sopportare, che non potè sopportarsi, e sorrise e singhiozzò. Egli le strinse il braccio un attimo con la piccola mano. E solo più tardi, oh non molto più tardi! ella comprese perchè mai anche la gioia abbia i suoi singhiozzi.",yes,no,yes
Tenca,,,Tenca_Carlo-La_Ca_Dei_Cani-1840.txt,"Animo, su, perchè stai lì rattrappito, e fai così brutta ciera a quel povero animale? Quando lo conoscerai più davvicino, non gli vorrai più quel gran male che ora gli vuoi, perch'egli, vedi, è la miglior pasta di cane che esista. Prova soltanto a fargli un cenno, una carezza, e vedrai.",no,yes,yes
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"Ma, dopo pochi passi, si sentì richiamare:
“Fagiolino”.
“Che c’è?”
“Vieni, sii buono.”
“Niente! Che scherzi sono questi del pollo?”
“Senti, ti piacciono i tartufi?”
“Moltissimo” disse il poeta, rientrando.
“Averlo saputo! Te ne facevo trovare qualcuno.”
Sofia cercò di rabbonire l’ospite, nei riguardi del pollo.
 
“È un caro animale” disse.
“Dev’essere anche molto buono” osservò Fagiolino, guardandolo con cupidigia.
“Buonissimo.”
“Se ce lo mangiassimo?”
“Ma lei è matto.”
Tutti presero posto e Salomone, sbadatamente, fece cadere il vino sulla tavola.",no,no,no
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Del resto, che le importava? Saziarsi di quella frase, ripeterla su tutti i toni, era una delle ragioni di vivere di suo marito; e lei... lei era stata sposata appunto per questo: perché era una piccola donna, una donna comune.
  Giorno dopo giorno, mese dopo mese, anno dopo anno. Giacomo, il primogenito, metteva i baffi ed entrava in liceo:",yes,yes,yes
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Si sentiva il cuore inesauribile, fresco d'un zampillo perenne. Amore, sí. A tal parola non sapeva dare altro significato: lei, che aveva riso sulla faccia al fittabile del Castelletto, il quale l'avrebbe tolta dalla scuola per sposarsela in letizia: che non entrava mai senza un brivido nella casa di Vanni Conti, il suo piccolo prediletto, pel terrore d'incontrarvi lo sguardo e la bocca del fratello maggiore,",yes,yes,yes
Nievo,,,Nievo-Ippolito_Il-Barone-Di-Nicastro_1860.txt,"Resteremo noi. 
Il Barone rimase a sua volta con tanto di bocca, che mai non gli era occorso contendere con un filosofo pratico di tanto valore. L’ingenuo Yankee non parve accorgersi di cotal maraviglia, e riprendendo dopo breve pausa il filo del discorso: 
- Alla peggio e alla meglio, continuò, faremo degli Spagnuoli quello che costoro fecero delle tribù paesane.",no,no,no
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Forse era ammalata. Ognuno lo pensò, non potendo, non sapendo trovare altra ragione al mutamento. E se ne stettero impressionati e quieti, sperando che l'indomani l'avrebbero ritrovata, gaia e ridente come sempre, la loro maestra: quella che nessun'altra poteva sostituire, quella che amavano ed alla quale erano avvezzi, come alla presenza materna.
  Ma costei era morta.
  Al suo posto si moveva, parlava, insegnava l'abbaco e l'alfabeto un'altra donna, lontana, indifferente, – inutile.",yes,yes,yes
Barbieri,,,Barbieri_Ulisse-In_Basso-1885.txt,che volevano essi fare?... quale era il loro scopo?... Intorno a lei tutto era mistero. Si trovava l'eroina o la vittima d'un romanzo bizzarro quanto strano?...,no,yes,yes
Barrili,,,Barrili_Anton_Giulio-Raggio_Di_Dio-1899.txt,"Gli antichi, come vedete, avevano modo di nobilitare il sangue, facendolo di qualità diversa dalla comune degli[tn346] uomini. Noi no; tutti di sangue rosso, mortale, di pari composizione; al più al più (lasciatelo dire ad un Fiesco, che ha studiato medicina a Pavia) guastato da qualche umore maligno, per effetto di troppe unioni in famiglia. Ma torniamo al fatto.",no,yes,no
Campanile_Achille,Giovinotti_non_esageriamo,1929.0,Campanile_Achille-Giovinotti_non_esageriamo-1929.txt,"Eterni sognatori! Aspettavano un treno stranissimo, mai visto; un treno col tubo della locomotiva lungo fino al cielo, con una cravattina a farfalla e, in cima al fumaiolo, la paglietta; un treno con grossi pantofoloni divergenti al posto delle ruote. Ed ecco che il treno arrivò fischiettando, con un bastoncino di bambù, e gli eterni sognatori vi presero posto, per partire e non fare mai più ritorno.
“Prendiamo anche noi questo treno,” disse Salomone “ha tutta l’aria di andare a Roma.”
S’affollarono all’uscita dalla sala d’aspetto.
“Oh”, fece il guardasala, quando Fagiolino gli presentò il biglietto “lei parte?",yes,yes,no
Saluzzo,,,Saluzzo_Roero_Diodata-Novelle-1830.txt,"Il sonno gli venne impedito dalla propria memoria non che dall'aria freddissima che il circondava, dal duro sedile di pietra, dal terrore che regnava fra l'oscurità della grotta, sicché ristette poche ore, poscia avviluppato nel mantello da pellegrino riprese la via dell'erta. Su quell'erta soffiava il gelido vento che era sorto col nascere del sole. Dalle rive disabitate, in quell'ora silenziosa ancora gridògli però una voce lontana: «Cavaliero, ove t'avvii? certo alla chiesetta delle alpi; se tale è il tuo pensiero, il pietoso cielo ti salvi dalla morte che trovarono su per la strada alpestre molti viatori».",no,no,no
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Maurizio si domandò quand’era avvenuta la visita del medico da lui non veduto, e sul tardi chiese notizie di Stella alla di lei cameriera che lo informò come e qualmente la signorina si fosse levata tanto presto che lei dormiva ancora. Maurizio rimase di sasso. Che significava tutto ciò?",yes,yes,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Che fare? Dio mio, che fare? I giorni erano eterni; le ore, interminabili; lenti lenti, i minuti.",yes,yes,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Don Francesco non insisteva. Egli non era il vero specchio delle virtù coniugali: anzi si narravano molte avventure galanti sul suo conto che per fortuna non giungevano tutte sino alla marchesa che, del resto, punto gelosa, viveva sorridente, amata da tutti, amando tutti, pazzamente Maurizio. Le costava tanto!",yes,yes,yes
Capuana,,,Capuana_Luigi-Il_Marchese_Di_Roccaverdina-1901.txt,"Se lei potesse dire agli altri debitori: ""Fare come ho fatto io..."".» «Penserebbero: ""Il marchese di Roccaverdina è proprio ammattito!"". E dovrei stuzzicare il vespaio io?",no,no,yes
Capuana,,,Capuana_Luigi-Il_Marchese_Di_Roccaverdina-1901.txt,"Un giorno la moglie cade malata, arriva in punto di morte, e prima di ricevere i sacramenti, glielo giura davanti al sacerdote con l'ostia consacrata in mano, davanti a tutti. ""Sto per presentarmi al cospetto di Dio!"" Oh!",no,yes,yes
De Marchi,,,De_Marchi_Emilio-Arabella-1893.txt,"Tutti si voltarono verso il prete, che rosso e caldo in viso quanto si poteva vedere al disotto del suo colorito di vecchia pipa, agitando le mani legnose e parlando coi soliti gusci in bocca, raccontò a chi ne aveva bisogno come veramente la signora Carolina avesse scritta, firmata e poi trattenuta la carta; come, prima di morire, avesse fatto segno di aver firmato, ma in quel momento entrò il sor Tognino, reduce da Lodi, dov'era stato chiamato tra i giurati, s'impadronì delle chiavi, e addio. Firmata o non firmata, una carta ci doveva essere, laddove invece... ""Laddove invece,"" seguitò l'Angiolina, picchiando un pugno sulle carte dell'avvocato e voltandosi verso l'adunanza a predicare, ""laddove invece s'è trovata una bella...""",no,yes,no
De Roberto,,,De_Roberto_Federico-L'Imperio-1929.txt,"Del resto la fermezza in una opinione non può esser segno di cocciutaggine, di angustia di mente? Studiando, cercando nei libri le opinioni altrui, egli non ne aveva trovato due esattamente eguali: ed erano opinioni di filosofi, di scienziati, di critici insigni. Tutte le ipotesi, tutti gli ideali più contradittorii possono essere confortati da qualche grande autorità: se ognuno crede di aver ragione, vuol dire o che l'hanno tutti o che non l'ha nessuno.",yes,yes,yes
De Roberto,,,De_Roberto_Federico-L'Imperio-1929.txt,"Donna Paola si mise a ridere. Remigia stessa, che non aveva ancor proferito parola, esclamò con tono di indulgente rimprovero che non riesciva a nascondere il sorriso provocato dallo sproposito: ""Oh, mamma!..."" mentre Consalvo rideva rumorosamente: ""Ah! Ah!",no,yes,no
Chelli,,,Chelli_Gaetano_Carlo-Fabia-1876.txt,"Già figuravasi di esser morta, e le pareva di sentirsi beata, al riparo delle passioni umane... L'arrestarsi del legno la richiamò violentemente alla realtà, e come scorse avvicinarsi un'ombra che stava appoggiata presso la porta di casa sua e l'ebbe riconosciuta, tremò che Giorgio avesse potuto penetrare la di lei risoluzione, o per una parola sfuggitale, o per qualunque altra causa. Giuocando allora il tutto pel tutto, si decise d'invitare il conte ad accompagnarla su, onde meglio ingannarlo.",no,yes,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Pareva che un altro principio di vita fosse entrato in lui: pareva che qualcuno fosse uscito da lui, furtivamente, e avesse portato seco il triste fardello delle debolezze, degli scoramenti, delle disperazioni. Senz'indugio, egli provò il bisogno di concentrarsi, di mettersi all'opera, d'organizzare e di concretare le idee, che gli eran nate spontanee e confuse dopo la lettura dei giornali. Non era in esse la materia d'un articolo vivace e concettoso?",yes,yes,yes
Capuana,,,Capuana_Luigi-Il_Marchese_Di_Roccaverdina-1901.txt,Ho sentito dire che non vogliono fare eccezioni.» «Le dita della mano non sono tutte uguali! Non sei il marchese di Roccaverdina per niente!,no,no,no
Barbieri,,,Barbieri_Ulisse-In_Basso-1885.txt,Il pierrot si atteggiò in modo da poter imprimergli un vigoroso slancio. - Attento!... -  gridò il pagliaccio. ,no,no,no
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"L'amore! Con tutti i volti, tutti i nomi, tutte le fiamme, tutte le carezze, tutte le lagrime. Viverlo, almeno un giorno.",yes,no,yes
Dandolo_Milly,Il_figlio_del_mio_dolore,1921.0,Dandolo_Milly-Il_figlio_del_mio_dolore-1921.txt,"Sì, bisognava morire. Sapeva come. Sarebbe uscita una sera, sarebbe andata al Lido, si sarebbe isolata in fondo, lontano dalle ville, dai giardini, e poi, nel buio, fra i massi carezzati dall’onda fluente e rifluente, si sarebbe lasciata prendere dall’ondata e portare lontano, nel buio.",yes,yes,yes
Carcano,,,Carcano_Giulio-Damiano-1850.txt,"Il nostro buon padre, che Dio ce lo conservi sempre, si trova in un mar d'affari e d'angustie; è naturale, vorrebbe fare il bene per tutti. Ora ha pensato ch'egli avrebbe bisogno d'un segretario, d'una persona di confidenza, fatta a suo modo, di quelle che raramente si trovano; il caso gli mise proprio innanzi, alcun tempo fa, un giovine che promette bene di sè, che può e deve riuscire; questo giovine è povero, egli lo tirò con sè, e pensa a dargli un avvenire; io, com'è giusto, supplisco con quella pensioncella di che vi diceva; e così si fa due beni in uno. - Qualche cosa ne sapeva, rispose il consigliere; ma mi consolo sempre, ogni volta che sento parlar d'una buona azione. - Le dirò, signora contessa, prese allora la parola il padre Apollinare, che nella famiglia di quel giovine c'è ancora del bene a fare. È una di quelle famiglie, e so quel che dico, le quali, al pari di mille e mille del popolo, cominciano pur troppo a sentire in sè una specie di marasmo, di dissoluzione morale, che sono il frutto di certe dottrine sovvertitrici, spaventose, diffuse da più di un mezzo secolo per tutta Europa; zizzania sociale che va pigliando ogni dì più terreno e radice.",no,yes,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Da quell'umil rifugio egli, come un'aquila destinata ai trionfi, avrebbe preso il gran volo per il mondo popoloso, alle battaglie del progresso umano, alla conquista della gloria. Che cosa omai avrebbe potuto arrestarlo? Quale forza terrena sarebbe riuscita a opporsi all'impeto del suo ingegno e della sua volontà?",yes,yes,yes
